CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,Start_Month,Start_Day,Start_Year,CTR,CPC,CPL,CPA,Leads_Rate,Conversion_Rate,Profit,ROAS
CAMP00019,2025-09-15,2025-09-24,Search,260948,21678,9055,3562,4608.11,7497.56,62.70358129471738,9,9,15,2025,0.08307402241059521,0.21257080911523202,0.5089022639425731,1.2936861313868613,0.4177045852938463,0.39337382661512976,2889.4500000000007,1.6270358129471738
CAMP00020,2025-12-10,2025-12-19,Search,151528,2195,778,338,2059.75,5783.01,180.76271392159245,9,12,10,2025,0.014485771606567763,0.9383826879271071,2.6474935732647813,6.093934911242603,0.35444191343963555,0.43444730077120824,3723.26,2.807627139215924
CAMP00021,2025-10-21,2025-11-03,Display,285372,9090,1793,924,746.69,922.13,23.49569433098072,13,10,21,2025,0.03185316008578277,0.08214411441144115,0.4164472950362521,0.8081060606060607,0.19724972497249724,0.5153374233128835,175.43999999999994,1.234956943309807
CAMP00022,2025-07-11,2025-07-18,Influencer,267190,21202,10017,2870,4880.6,5893.6,20.755644797770763,7,7,11,2025,0.0793517721471612,0.23019526459767947,0.4872317060996307,1.7005574912891988,0.4724554287331384,0.286512928022362,1013.0,1.2075564479777077
CAMP00023,2025-10-04,2025-10-11,Influencer,221014,9692,1975,1167,2614.07,6258.53,139.41707758399735,7,10,4,2025,0.043852425638194865,0.269714197276104,1.323579746835443,2.2399914310197087,0.20377631035905902,0.590886075949367,3644.4599999999996,2.3941707758399735
CAMP00024,2025-06-10,2025-06-21,Search,120965,6355,2847,1671,2430.02,4694.93,93.20540571682538,11,6,10,2025,0.0525358574794362,0.38237922895357984,0.8535370565507552,1.4542309994015559,0.44799370574350905,0.5869336143308747,2264.9100000000003,1.9320540571682538
CAMP00025,2025-11-10,2025-11-23,Influencer,20930,1759,624,127,412.25,1003.68,143.46391752577318,13,11,10,2025,0.08404204491161013,0.23436611711199545,0.6606570512820513,3.2460629921259843,0.3547470153496305,0.20352564102564102,591.43,2.4346391752577317
CAMP00026,2025-01-22,2025-02-01,Social,85823,1589,553,191,2894.85,5401.22,86.58030640620413,10,1,22,2025,0.01851485033149622,1.821806167400881,5.234810126582278,15.156282722513089,0.34801762114537443,0.3453887884267631,2506.3700000000003,1.8658030640620413
CAMP00027,2025-09-10,2025-09-16,Influencer,256025,18166,7908,1796,3259.23,4639.47,42.348652902679476,6,9,10,2025,0.07095400839761742,0.17941373995375978,0.41214339908952957,1.8147160356347438,0.4353187272927447,0.2271117855336368,1380.2400000000002,1.4234865290267948
CAMP00028,2025-08-24,2025-08-29,Social,204494,6001,1786,583,2418.62,5878.43,143.04892872795233,5,8,24,2025,0.02934560427200798,0.40303616063989334,1.3542105263157893,4.148576329331046,0.2976170638226962,0.32642777155655095,3459.8100000000004,2.4304892872795234
CAMP00029,2025-12-11,2025-12-17,Search,83880,1311,578,255,4561.0,4917.26,7.811006358254774,6,12,11,2025,0.015629470672389126,3.479023646071701,7.891003460207613,17.886274509803922,0.440884820747521,0.4411764705882353,356.2600000000002,1.0781100635825478
CAMP00030,2025-02-18,2025-02-23,Search,223626,15569,4983,2209,3737.65,7086.3,89.5923909408318,5,2,18,2025,0.06962070600019676,0.24007001091913419,0.7500802729279551,1.6920099592575826,0.3200590917849573,0.4433072446317479,3348.65,1.895923909408318
CAMP00031,2025-02-28,2025-03-14,Search,177827,3721,1837,438,289.24,554.56,91.73005116857969,14,2,28,2025,0.020924831437295798,0.07773179252889009,0.15745236799129014,0.660365296803653,0.49368449341574844,0.23843222645617856,265.31999999999994,1.917300511685797
CAMP00032,2025-06-19,2025-07-03,Display,188552,14561,5299,2495,2758.59,3188.53,15.585498388669574,14,6,19,2025,0.07722538079680936,0.1894505871849461,0.520586903189281,1.1056472945891784,0.36391731337133437,0.47084355538780903,429.94000000000005,1.1558549838866958
CAMP00033,2025-07-07,2025-07-20,Influencer,12293,347,86,46,4969.0,7370.33,48.32622257999598,13,7,7,2025,0.028227446514276416,14.319884726224783,57.77906976744186,108.02173913043478,0.2478386167146974,0.5348837209302325,2401.33,1.4832622257999597
CAMP00034,2025-09-28,2025-10-12,Email,73542,1056,428,193,1078.76,1639.65,51.99395602358264,14,9,28,2025,0.014359141714938402,1.0215530303030302,2.520467289719626,5.589430051813472,0.4053030303030303,0.45093457943925236,560.8900000000001,1.5199395602358263
CAMP00035,2025-07-09,2025-07-21,Email,65528,1240,376,121,3124.16,8703.85,178.5980871658302,12,7,9,2025,0.018923208399462824,2.5194838709677416,8.308936170212766,25.819504132231405,0.3032258064516129,0.32180851063829785,5579.6900000000005,2.785980871658302
CAMP00036,2025-06-24,2025-07-05,Search,113885,9761,4123,828,1440.13,2916.67,102.5282439779742,11,6,24,2025,0.08570926812135049,0.14753918655875423,0.349291777831676,1.7392874396135267,0.4223952463886897,0.20082464225078825,1476.54,2.025282439779742
CAMP00037,2025-02-20,2025-02-27,Influencer,150771,6541,2834,1301,1920.27,4496.36,134.15248897290485,7,2,20,2025,0.043383674579328915,0.2935743770065739,0.6775829216654905,1.4759953881629515,0.43326708454364776,0.4590684544812985,2576.0899999999997,2.3415248897290484
CAMP00038,2025-12-30,2026-01-11,Social,164506,6120,2122,999,264.81,293.89,10.981458404138811,12,12,30,2025,0.037202290493963744,0.043269607843137256,0.12479264844486333,0.26507507507507505,0.34673202614379084,0.4707822808671065,29.079999999999984,1.109814584041388
CAMP00039,2025-02-24,2025-03-02,Email,59669,3234,1451,701,3470.79,4189.11,20.696152749085936,6,2,24,2025,0.05419899780455513,1.0732189239332097,2.3919986216402482,4.951198288159771,0.4486703772418058,0.48311509303928324,718.3199999999997,1.2069615274908594
CAMP00040,2025-09-01,2025-09-07,Search,284746,19067,4983,1074,3852.05,8192.31,112.67403071092012,6,9,1,2025,0.06696143229404451,0.20202706246394295,0.7730383303230985,3.586638733705773,0.2613415849373263,0.21553281155930162,4340.259999999999,2.1267403071092015
CAMP00041,2025-11-16,2025-12-01,Email,176858,2359,290,117,3887.29,10379.97,167.02329900779205,15,11,16,2025,0.013338384466634249,1.647855023314964,13.40444827586207,33.224700854700856,0.12293344637558287,0.40344827586206894,6492.679999999999,2.6702329900779205
CAMP00042,2025-05-11,2025-05-25,Email,277096,25170,9188,3357,4855.66,5370.17,10.59608786447157,14,5,11,2025,0.09083494528971908,0.1929145808502185,0.5284784501523726,1.4464283586535598,0.3650377433452523,0.3653678711362647,514.5100000000002,1.1059608786447157
CAMP00043,2025-11-03,2025-11-10,Email,121032,11650,4727,2396,4205.6,12477.79,196.69464523492485,7,11,3,2025,0.09625553572608897,0.3609957081545065,0.8896974825470702,1.7552587646076796,0.4057510729613734,0.5068753966574995,8272.19,2.9669464523492484
CAMP00044,2025-05-15,2025-05-26,Search,37905,1802,232,113,1117.27,3095.83,177.08879679934125,11,5,15,2025,0.047539902387547815,0.6200166481687014,4.815818965517241,9.887345132743363,0.12874583795782463,0.4870689655172414,1978.56,2.7708879679934126
CAMP00045,2025-01-21,2025-01-26,Search,182996,8625,3522,2043,1229.73,3377.2,174.6293901913428,5,1,21,2025,0.04713217775251918,0.14257739130434782,0.34915672913117546,0.6019236417033774,0.4083478260869565,0.580068143100511,2147.47,2.746293901913428
CAMP00046,2025-11-25,2025-12-07,Display,18381,1637,582,325,3863.15,3930.17,1.7348536815810927,12,11,25,2025,0.08905935476851096,2.35989615149664,6.637714776632302,11.886615384615386,0.3555284056200366,0.5584192439862543,67.01999999999998,1.0173485368158108
CAMP00047,2025-06-16,2025-06-27,Display,255666,12435,1822,771,3906.84,7082.26,81.27847569903042,11,6,16,2025,0.04863767571753772,0.31418094089264176,2.144259055982437,5.067237354085603,0.1465219139525533,0.42316136114160263,3175.42,1.8127847569903042
CAMP00048,2025-10-01,2025-10-09,Display,295274,25705,8122,4809,702.91,1821.61,159.15266534833762,8,10,1,2025,0.0870547356015091,0.027345263567399337,0.08654395469096281,0.14616552297775004,0.31596965570900604,0.5920955429697119,1118.6999999999998,2.5915266534833763
CAMP00049,2025-03-30,2025-04-08,Email,35415,444,63,16,132.5,333.53,151.72075471698113,9,3,30,2025,0.012537060567556121,0.29842342342342343,2.1031746031746033,8.28125,0.14189189189189189,0.25396825396825395,201.02999999999997,2.517207547169811
CAMP00050,2025-11-12,2025-11-26,Influencer,185200,10013,2289,464,2066.76,3495.47,69.12800712225898,14,11,12,2025,0.0540658747300216,0.20640767002896238,0.9029095674967236,4.4542241379310346,0.22860281633875962,0.20270860637833116,1428.7099999999996,1.6912800712225897
CAMP00051,2025-01-14,2025-01-19,Search,89679,8583,3618,879,3503.9,9654.22,175.52784040640427,5,1,14,2025,0.09570802529020173,0.4082372130956542,0.9684632393587618,3.9862343572241183,0.4215309332401258,0.2429519071310116,6150.32,2.755278404064043
CAMP00052,2025-08-30,2025-09-07,Display,120458,3945,553,189,4346.66,9876.13,127.21192823915372,8,8,30,2025,0.03275000415082435,1.1018149556400507,7.860144665461121,22.998201058201058,0.14017743979721167,0.34177215189873417,5529.469999999999,2.2721192823915373
CAMP00053,2025-09-22,2025-09-27,Influencer,136460,4633,1314,659,910.12,2719.35,198.7902694150222,5,9,22,2025,0.033951341052323024,0.196442909561839,0.6926331811263318,1.381062215477997,0.2836175264407511,0.5015220700152208,1809.23,2.987902694150222
CAMP00054,2025-12-12,2025-12-17,Display,82652,5513,1887,666,4094.93,6836.28,66.9449783024374,5,12,12,2025,0.06670135023955863,0.7427770723743877,2.1700741918388977,6.148543543543544,0.3422818791946309,0.35294117647058826,2741.35,1.669449783024374
CAMP00055,2025-02-22,2025-03-08,Display,155878,14552,6929,3549,3453.83,7899.24,128.70957748354726,14,2,22,2025,0.09335505972619612,0.23734400769653655,0.4984600952518401,0.9731839954916878,0.4761544804837823,0.5121951219512195,4445.41,2.2870957748354726
CAMP00056,2025-12-06,2025-12-11,Influencer,69333,1933,763,379,913.18,1688.45,84.89782956262731,5,12,6,2025,0.027879941730489088,0.47241593378168645,1.1968283093053735,2.4094459102902372,0.3947232281427832,0.4967234600262123,775.2700000000001,1.8489782956262732
CAMP00057,2025-04-02,2025-04-13,Display,241388,22436,3493,1808,4379.09,10050.49,129.51092578595095,11,4,2,2025,0.09294579680845776,0.19518140488500624,1.2536759232751218,2.4220630530973453,0.15568728828668213,0.5176066418551388,5671.4,2.2951092578595094
CAMP00058,2025-09-21,2025-10-02,Email,115930,8076,3937,1082,4671.64,7098.74,51.95391768201315,11,9,21,2025,0.06966272750797896,0.5784596334819218,1.1865989331978666,4.317597042513864,0.48749380881624566,0.2748285496570993,2427.0999999999995,1.5195391768201316
CAMP00059,2025-02-04,2025-02-12,Email,271996,27029,7870,3198,1402.45,2475.26,76.4954187315056,8,2,4,2025,0.0993727848938955,0.05188686225905509,0.1782020330368488,0.4385397123202001,0.2911687446816382,0.40635324015247776,1072.8100000000002,1.7649541873150558
CAMP00060,2025-07-25,2025-07-31,Email,251355,19173,4752,2305,828.59,2373.46,186.44564863201342,6,7,25,2025,0.07627857014978814,0.04321650237312888,0.1743665824915825,0.3594750542299349,0.24784853700516352,0.4850589225589226,1544.87,2.864456486320134
CAMP00061,2025-03-22,2025-03-29,Social,194889,13662,2069,648,4841.37,7640.26,57.811941661141375,7,3,22,2025,0.07010144235949695,0.35436758893280634,2.339956500724988,7.4712499999999995,0.15144195578978187,0.3131947800869985,2798.8900000000003,1.5781194166114139
CAMP00062,2025-02-19,2025-03-03,Display,165120,13761,6514,3486,212.13,475.47,124.14085702163769,12,2,19,2025,0.08333938953488372,0.015415304120340092,0.032565244089653056,0.06085197934595525,0.4733667611365453,0.5351550506601167,263.34000000000003,2.241408570216377
CAMP00063,2025-12-26,2026-01-07,Social,228622,5889,1969,1007,4747.16,13468.54,183.7178439319509,12,12,26,2025,0.025758675892958684,0.8061062998811342,2.410949720670391,4.71416087388282,0.3343521820343012,0.5114271203656678,8721.380000000001,2.8371784393195094
CAMP00064,2025-01-02,2025-01-17,Search,118120,11237,5564,1379,1159.5,2274.99,96.2043984476067,15,1,2,2025,0.0951320690822892,0.10318590371095489,0.20839324227174694,0.840826686004351,0.49514995105455195,0.24784327821711,1115.4899999999998,1.962043984476067
CAMP00065,2025-02-23,2025-03-10,Influencer,81596,2032,344,98,2246.84,5370.37,139.01879973651882,15,2,23,2025,0.024903181528506298,1.105728346456693,6.531511627906977,22.926938775510205,0.16929133858267717,0.28488372093023256,3123.5299999999997,2.3901879973651883
CAMP00066,2025-04-16,2025-04-26,Search,246777,3037,966,284,1610.92,4021.01,149.60953989024907,10,4,16,2025,0.012306657427556053,0.5304313467237406,1.6676190476190478,5.672253521126761,0.3180770497201185,0.2939958592132505,2410.09,2.4960953989024905
CAMP00067,2025-09-17,2025-10-01,Social,260878,18993,2734,1507,853.17,1781.61,108.82239178592776,14,9,17,2025,0.07280414599927935,0.04492023377033644,0.3120592538405267,0.5661380225613802,0.14394777023113778,0.5512070226773957,928.4399999999999,2.0882239178592776
CAMP00068,2025-11-06,2025-11-19,Email,275353,7328,2269,623,1827.14,3211.78,75.78182295828452,13,11,6,2025,0.026613111170025384,0.24933679039301312,0.805262230057294,2.932808988764045,0.30963427947598254,0.2745702952842662,1384.64,1.7578182295828453
CAMP00069,2025-07-10,2025-07-25,Display,58482,4578,2087,936,2742.31,7176.22,161.68522158326374,15,7,10,2025,0.07828049656304505,0.5990192223678462,1.313996166746526,2.929818376068376,0.45587592835299257,0.4484906564446574,4433.91,2.6168522158326377
CAMP00070,2025-08-06,2025-08-19,Display,154148,12571,1806,408,559.75,1180.08,110.82268870031263,13,8,6,2025,0.08155149596491683,0.044527086150664225,0.30993909191583613,1.3719362745098038,0.14366398854506404,0.22591362126245848,620.3299999999999,2.108226887003126
CAMP00071,2025-02-13,2025-02-21,Email,122458,3833,796,335,4064.97,5009.16,23.227477693562317,8,2,13,2025,0.031300527527805454,1.0605191755804853,5.106746231155778,12.13423880597015,0.20767023219410383,0.42085427135678394,944.19,1.2322747769356233
CAMP00072,2025-06-11,2025-06-16,Display,124614,2218,827,212,4021.87,11056.48,174.9089353957239,5,6,11,2025,0.017798963198356527,1.8132867448151488,4.863204353083434,18.971084905660376,0.37285843101893595,0.25634824667472794,7034.61,2.7490893539572387
CAMP00073,2025-07-21,2025-07-26,Influencer,94484,5203,679,292,4007.66,6391.78,59.489078414835596,5,7,21,2025,0.05506752466025994,0.7702594656928695,5.9022974963181145,13.724863013698629,0.13050163367288103,0.43004418262150224,2384.12,1.594890784148356
CAMP00074,2025-09-27,2025-10-11,Influencer,154151,13892,3911,1357,3463.6,6881.77,98.6883589329022,14,9,27,2025,0.09011942835271909,0.24932335156924848,0.8856047046791102,2.552394988946205,0.28152893751799596,0.34697008437739707,3418.1700000000005,1.986883589329022
CAMP00075,2025-12-17,2025-12-26,Influencer,186810,16113,3757,1661,2330.79,3327.47,42.761467142041965,9,12,17,2025,0.08625341255821423,0.14465276484825917,0.6203859462336971,1.4032450331125828,0.23316576677217155,0.4421080649454352,996.6799999999998,1.4276146714204196
CAMP00076,2025-10-31,2025-11-06,Search,279849,5747,2501,894,4185.25,8309.05,98.5317484021265,6,10,31,2025,0.020536074811773494,0.7282495214894728,1.6734306277489004,4.681487695749441,0.43518357403862884,0.35745701719312273,4123.799999999999,1.985317484021265
CAMP00077,2025-09-28,2025-10-08,Email,114165,11054,1322,716,4274.06,5378.93,25.85059638844564,10,9,28,2025,0.09682477116454255,0.3866527953681925,3.23302571860817,5.969357541899442,0.11959471684458114,0.5416036308623298,1104.87,1.2585059638844565
CAMP00078,2025-08-03,2025-08-14,Influencer,15248,514,228,114,1498.74,3196.1,113.25246540427291,11,8,3,2025,0.0337093389296957,2.9158365758754865,6.573421052631579,13.146842105263158,0.44357976653696496,0.5,1697.36,2.132524654042729
CAMP00079,2025-09-09,2025-09-14,Social,94169,3902,1488,800,2456.66,5025.25,104.55618604121044,5,9,9,2025,0.04143614140534571,0.6295899538698103,1.6509811827956988,3.0708249999999997,0.3813429010763711,0.5376344086021505,2568.59,2.0455618604121044
CAMP00080,2025-07-09,2025-07-19,Influencer,100039,2342,512,147,1094.52,2886.06,163.68271022914155,10,7,9,2025,0.02341086976079329,0.4673441502988898,2.137734375,7.445714285714286,0.21861656703672075,0.287109375,1791.54,2.6368271022914156
CAMP00081,2025-10-23,2025-11-04,Search,12461,548,98,25,1353.37,2868.87,111.97972468726218,12,10,23,2025,0.04397720889174223,2.4696532846715327,13.809897959183672,54.1348,0.17883211678832117,0.25510204081632654,1515.5,2.1197972468726216
CAMP00082,2025-08-01,2025-08-10,Social,163070,10959,5261,2225,1270.87,2309.79,81.74872331552402,9,8,1,2025,0.06720426810572147,0.115965872798613,0.24156434137996577,0.5711775280898876,0.48006204945706726,0.4229233985934233,1038.92,1.8174872331552403
CAMP00083,2025-07-27,2025-08-07,Email,148893,8270,2659,1460,4152.04,8024.53,93.26716505621333,11,7,27,2025,0.05554324246270812,0.5020604594921403,1.5615043249341858,2.84386301369863,0.3215235792019347,0.5490786009778112,3872.49,1.9326716505621333
CAMP00084,2025-08-25,2025-09-08,Email,24870,2100,499,121,1329.0,2936.38,120.94657637321295,14,8,25,2025,0.08443908323281062,0.6328571428571429,2.6633266533066133,10.983471074380166,0.23761904761904762,0.24248496993987975,1607.38,2.2094657637321293
CAMP00085,2025-12-04,2025-12-14,Influencer,18410,1246,146,42,2776.94,7439.86,167.9157633942397,10,12,4,2025,0.06768060836501902,2.2286837881219905,19.02013698630137,66.11761904761904,0.11717495987158909,0.2876712328767123,4662.92,2.679157633942397
CAMP00086,2025-02-22,2025-03-02,Social,92721,3126,519,258,3178.41,3443.69,8.346311520540151,8,2,22,2025,0.033714045361892125,1.0167658349328215,6.124104046242774,12.319418604651162,0.16602687140115163,0.49710982658959535,265.2800000000002,1.0834631152054015
CAMP00087,2025-10-07,2025-10-18,Social,24133,1452,492,189,3748.95,10696.46,185.31882260366234,11,10,7,2025,0.06016657688642108,2.5819214876033056,7.619817073170731,19.835714285714285,0.33884297520661155,0.38414634146341464,6947.509999999999,2.8531882260366235
CAMP00088,2025-08-05,2025-08-19,Influencer,290503,4583,1398,617,242.14,282.76,16.775419178987367,14,8,5,2025,0.015776084928554954,0.05283438795548767,0.17320457796852645,0.39244732576985414,0.30504036657211436,0.4413447782546495,40.620000000000005,1.1677541917898737
CAMP00089,2025-09-09,2025-09-22,Influencer,197457,12295,4955,2163,2431.16,4107.2,68.93992991000181,13,9,9,2025,0.062266721362119345,0.19773566490443267,0.4906478304742684,1.123975959315765,0.40300935339568933,0.4365287588294652,1676.04,1.6893992991000182
CAMP00090,2025-07-07,2025-07-21,Display,32400,1460,633,231,1533.78,2565.03,67.23584868755626,14,7,7,2025,0.04506172839506173,1.0505342465753424,2.4230331753554504,6.639740259740259,0.43356164383561646,0.36492890995260663,1031.2500000000002,1.6723584868755625
CAMP00091,2025-02-10,2025-02-24,Display,39173,738,191,92,4186.47,8638.77,106.34974095120711,14,2,10,2025,0.018839506803155236,5.6727235772357725,21.91869109947644,45.505108695652176,0.2588075880758808,0.4816753926701571,4452.3,2.063497409512071
CAMP00092,2025-06-06,2025-06-17,Influencer,16179,609,85,45,280.07,478.73,70.9322669332667,11,6,6,2025,0.037641386983126274,0.45988505747126435,3.294941176470588,6.223777777777777,0.13957307060755336,0.5294117647058824,198.66000000000003,1.7093226693326669
CAMP00093,2025-01-15,2025-01-24,Search,197958,17980,7490,4217,1114.27,1602.92,43.85382357956331,9,1,15,2025,0.09082734721506583,0.06197274749721913,0.14876769025367156,0.2642328669670382,0.41657397107897665,0.5630173564753004,488.6500000000001,1.4385382357956331
CAMP00094,2025-10-28,2025-11-08,Display,40495,2540,816,178,1647.22,2449.17,48.68505724796931,11,10,28,2025,0.06272379306087171,0.6485118110236221,2.0186519607843136,9.254044943820224,0.32125984251968503,0.2181372549019608,801.95,1.486850572479693
CAMP00095,2025-03-06,2025-03-13,Influencer,273631,24980,12288,5178,481.42,1430.1,197.0587013418636,7,3,6,2025,0.09129082596635615,0.019272217774219377,0.03917805989583333,0.0929741212823484,0.4919135308246597,0.42138671875,948.6799999999998,2.970587013418636
CAMP00096,2025-12-11,2025-12-17,Social,19760,928,388,83,2037.55,5446.95,167.3284091187946,6,12,11,2025,0.04696356275303644,2.195635775862069,5.251417525773196,24.54879518072289,0.41810344827586204,0.21391752577319587,3409.3999999999996,2.6732840911879463
CAMP00097,2025-11-23,2025-12-08,Display,96975,9513,2203,1234,3744.47,9776.61,161.09462754408506,15,11,23,2025,0.09809744779582366,0.3936161042783559,1.6997140263277348,3.034416531604538,0.23157784084936403,0.5601452564684521,6032.140000000001,2.6109462754408503
CAMP00098,2025-01-09,2025-01-18,Search,97465,4132,1121,416,1140.34,2096.56,83.85393829910377,9,1,9,2025,0.0423947057918227,0.27597773475314613,1.0172524531668152,2.7412019230769227,0.271297192642788,0.3710972346119536,956.22,1.838539382991038
CAMP00099,2025-12-10,2025-12-18,Email,207899,16239,3154,1766,3796.9,10906.09,187.23669309173275,8,12,10,2025,0.07811004381935459,0.23381365847650717,1.2038363982244769,2.15,0.19422378225260176,0.5599239061509195,7109.1900000000005,2.872366930917327
CAMP00100,2025-05-09,2025-05-18,Social,296547,11116,3388,931,2692.17,3029.86,12.543412934547227,9,5,9,2025,0.0374847831878252,0.24218873695573948,0.7946192443919717,2.8916970998925886,0.3047858942065491,0.27479338842975204,337.69000000000005,1.1254341293454722
CAMP00101,2025-05-16,2025-05-28,Search,204109,3988,1532,405,1789.15,2237.56,25.06273928960679,12,5,16,2025,0.019538579876438568,0.44863340020060183,1.1678524804177546,4.417654320987655,0.38415245737211634,0.2643603133159269,448.40999999999985,1.2506273928960678
CAMP00102,2025-03-04,2025-03-12,Search,120625,10250,3536,1991,1907.15,2848.22,49.34430957187425,8,3,4,2025,0.0849740932642487,0.18606341463414636,0.5393523755656109,0.9578854846810648,0.34497560975609753,0.5630656108597285,941.0699999999997,1.4934430957187423
CAMP00103,2025-05-19,2025-06-01,Search,6755,531,125,71,669.9,1529.64,128.33855799373043,13,5,19,2025,0.07860843819393042,1.2615819209039547,5.3591999999999995,9.435211267605634,0.23540489642184556,0.568,859.7400000000001,2.2833855799373044
CAMP00104,2025-03-22,2025-04-02,Social,133500,11194,4805,2434,1323.93,1765.74,33.3710996804967,11,3,22,2025,0.0838501872659176,0.11827139539038771,0.275531737773153,0.5439317995069844,0.4292478113274969,0.5065556711758585,441.80999999999995,1.333710996804967
CAMP00105,2025-06-12,2025-06-26,Search,172230,6367,904,261,3683.0,6157.97,67.19983708932936,14,6,12,2025,0.03696800789641758,0.5784513899795822,4.074115044247788,14.11111111111111,0.1419820951782629,0.288716814159292,2474.9700000000003,1.6719983708932935
